,sum_I_new,max_I_now
scenario_5218,4438405.664711615,1133383.5604042036
scenario_5219,4990433.424679161,1272556.5180930889
scenario_5220,6878932.04838192,1800416.896733961
scenario_5221,4065752.9926646007,1010538.2730803428
scenario_5222,3428952.3878556495,843415.0554280946
scenario_5223,6878932.04838192,1800416.896733961
scenario_5224,7325150.828313254,1910938.1051928208
scenario_5225,3805118.4502605037,959947.4083350906
scenario_5226,4705974.615253253,1181358.8714408234
scenario_5227,1797300.9118503411,363584.0874756
scenario_5228,1202377.1749120804,213708.5308887642
scenario_5229,1552900.3007660448,305074.8853422484
scenario_5230,1048107.6984891298,174634.73426399502
scenario_5231,544455.2721543484,64165.3916468477
scenario_5232,2136520.6885200725,477816.1247250584
scenario_5233,1661437.255419672,335439.8950311257
scenario_5234,670034.9422411283,80002.30152740375
scenario_5235,1472534.0630342918,285701.9571623453
scenario_5236,604971.5601825078,80702.50692664353
scenario_5237,639177.7167431118,84304.7875127236
scenario_5238,1383050.4306114384,274006.6803076449
scenario_5239,789265.9459460361,119577.28288561036
scenario_5240,4015353.1334166224,982613.5970708778
scenario_5241,2562586.9718772187,598683.676828993
scenario_5242,2474805.9968200265,570159.3102692699
scenario_5243,4015353.1334166224,982613.5970708778
scenario_5244,3276651.120644525,785392.3178639993
scenario_5245,1884502.69883429,411485.79585368215
scenario_5246,1923467.6408027033,428868.822843925
scenario_5247,935122.0367325365,169082.9387153286
scenario_5248,1336295.8442376677,274619.9498330708
scenario_5249,935779.9771771766,169082.9387153286
scenario_5250,3197092.67552225,779085.4845153808
scenario_5251,1412097.2813161518,269023.5036169943
scenario_5252,2587739.924071527,602695.0527487663
scenario_5253,3227324.447489539,779085.4845153808
scenario_5254,2755326.321060091,662655.1187806629
scenario_5255,2245596.2118461067,502560.2216375735
scenario_5256,1169075.2107724505,201885.12311938425
scenario_5257,881216.670659258,125543.32642390106
scenario_5258,1242067.7645947528,219401.81665586992
scenario_5259,960397.148015342,145259.8164063816
scenario_5260,2879018.660159466,681682.6854204962
scenario_5261,4822916.033247404,1223866.6865109988
scenario_5262,986232.8767283936,152331.0683646045
scenario_5263,2877420.68159931,681682.6854204962
scenario_5264,2340874.758954564,536448.2833914445
scenario_5265,698487.2060583362,83968.90797891586
scenario_5266,4271036.708325472,1078506.8816936454
scenario_5267,1647449.8933307126,341851.83586093504
scenario_5268,1963206.8139594272,437151.4065251456
scenario_5269,1609453.8904042603,341841.0158426589
scenario_5270,424042.78999618295,49484.41386387843
scenario_5271,698123.9601219227,94350.54724172174
scenario_5272,536255.7102862953,68817.89462210175
scenario_5273,293165.55636082374,48747.57125116529
scenario_5274,816551.9995219295,147811.09101111666
scenario_5275,666006.5582905554,98247.37373732578
scenario_5276,805118.1911755677,120407.65713678068
scenario_5277,1478977.2498588138,292853.81863112346
scenario_5278,682935.1958304637,85292.52206323789
scenario_5279,1141676.2337929886,203829.5952878941
scenario_5280,869308.7269242371,150828.606614569
scenario_5281,3927120.7587743285,971558.8563093678
scenario_5282,403388.6027512241,56460.98064237059
scenario_5283,1111769.7462316519,209139.29993492653
scenario_5284,561911.8155452656,70542.90810509122
scenario_5285,503649.3047632159,63451.55479528517
scenario_5286,3157895.391985423,760173.7423332136
scenario_5287,1651393.3220240825,350905.17215779866
scenario_5288,2493207.9759986433,549694.5423266375
scenario_5289,1826908.3850277336,375408.6709208732
scenario_5290,958067.7121622257,145353.28197028046
scenario_5291,411484.0884408289,63092.58491703261
scenario_5292,3397948.9692989388,824822.0343053472
scenario_5293,915045.0549398859,136818.79791226893
scenario_5294,1414440.7335396726,264520.7218339528
scenario_5295,4299278.251544564,1065974.5440798386
scenario_5296,552467.6369451536,64695.98357860591
scenario_5297,1969869.1022233877,436739.4376342174
scenario_5298,1308868.7845461043,260346.34828366453
scenario_5299,1967960.485594312,436739.4376342174
scenario_5300,6961739.595698383,1799757.042097285
scenario_5301,3770796.493052197,919876.1411135712
scenario_5302,4261775.958459473,1078682.6867059767
scenario_5303,6961739.595698383,1799757.042097285
scenario_5304,6976444.478457078,1803487.275962034
scenario_5305,4286823.613845041,1082840.3403849606
scenario_5306,3790650.909271304,925206.7969073808
scenario_5307,1471030.7408323693,297247.7335071986
scenario_5308,1482522.8167200175,294067.0319458615
scenario_5309,1494672.3592127406,297252.17223864346
scenario_5310,658999.5517531447,76986.86691532706
scenario_5311,4192202.074856577,1079752.8520766222
scenario_5312,549475.1455388423,74326.87435682547
scenario_5313,549445.0249279998,76305.16949427915
scenario_5314,663701.7353990979,78193.0555206489
scenario_5315,395227.1986269317,74327.33218154009
scenario_5316,4171802.121897681,1082788.5945668009
scenario_5317,2994605.904389473,726574.1400427455
scenario_5318,2873939.0948960455,723477.6569971635
scenario_5319,2883988.4880138272,726132.613041726
scenario_5320,2188010.6203820766,492705.8730223056
scenario_5321,5097335.334458391,1305287.83494248
scenario_5322,937681.9502854098,144127.1437649864
scenario_5323,2190019.1856228304,492705.8730223056
scenario_5324,2957174.507152026,699767.3146003569
scenario_5325,1443851.9863425624,275426.6137866808
scenario_5326,5845898.989527356,1500147.0306046254
scenario_5327,3649505.5847198293,899966.9604340794
scenario_5328,2966731.0120867523,717749.8387137089
scenario_5329,3663489.6760345483,899966.9604340794
scenario_5330,4589830.417294604,1187810.3780651174
scenario_5331,649234.3797072079,76627.53109328836
scenario_5332,8564448.918385163,2233218.755730109
scenario_5333,4593198.36765126,1187810.3780651174
scenario_5334,4007815.457067809,1039976.1517263585
scenario_5335,8105228.122732515,2125169.428055384
scenario_5336,483193.96358181845,74590.08108324333
scenario_5337,2714029.2589956564,634567.9889922363
scenario_5338,3547666.093521541,858131.6343947643
scenario_5339,2714029.2589956564,634567.9889922363
scenario_5340,2806443.7127257404,651926.9274992
scenario_5341,665642.6429838007,100260.64441420128
scenario_5342,3660181.0880013597,897809.1765170663
scenario_5343,2850245.580928414,656712.7149589559
scenario_5344,2821670.5499879634,655866.0372928856
scenario_5345,3693201.083508172,902207.3145666128
scenario_5346,763863.3768422226,126041.13295356972
scenario_5347,800393.662767262,129602.11400167484
scenario_5348,878639.132451877,150482.52455069483
scenario_5349,887726.5055803806,152821.67132245025
scenario_5350,628722.6644218359,84672.47962847457
scenario_5351,1264548.8342570239,225134.1603644337
scenario_5352,681499.016270678,95562.11435730982
scenario_5353,681052.4030161514,98372.94103555064
scenario_5354,636698.4373866017,86712.84397373264
scenario_5355,749837.4112001893,113497.18990980503
scenario_5356,1335881.4159169714,243917.30918513387
scenario_5357,1485484.6656658065,284378.899520304
scenario_5358,1520232.0931861745,292701.30548715114
scenario_5359,1534899.315925874,296504.90874550183
scenario_5360,2890650.2841402693,682922.7934467712
scenario_5361,2801855.872077473,659449.9553275421
scenario_5362,830243.9912859546,144002.35637097937
scenario_5363,2888706.465201905,682922.7934467712
scenario_5364,2910618.108367954,688264.9732049268
scenario_5365,558916.9834123186,73231.28805435676
scenario_5366,2819447.8909967802,664742.3396553003
scenario_5367,812602.9753911407,141284.44285673
scenario_5368,524245.2061658415,66267.9275158505
scenario_5369,530003.9118681275,67709.2045879348
scenario_5370,1695586.2137833568,360396.69121453946
scenario_5371,1600327.378178834,333577.75632779935
scenario_5372,2337393.1821039207,538908.7827194963
scenario_5373,1688487.7534619523,360396.69121453946
scenario_5374,1705752.7958700152,363137.9244504577
scenario_5375,2347727.662193273,542330.620775388
scenario_5376,1603233.553835012,336241.8020465447
scenario_5377,2232876.4725198736,509473.0043930204
scenario_5378,2218161.378622858,506146.58956894645
scenario_5379,2230481.455179516,509473.0043930204
scenario_5380,6471420.977035414,1674732.2414499635
scenario_5381,6287723.723703947,1623156.4662921894
scenario_5382,7660474.8197852,1986743.9795096505
scenario_5383,6480439.841694132,1674732.2414499635
scenario_5384,5793185.546204141,1503449.6501222963
scenario_5385,7049061.288294326,1835260.8448295295
scenario_5386,5595024.451959906,1444958.0821735724
scenario_5387,6862922.902443581,1783159.8434657196
scenario_5388,7499929.615872357,1942419.3915091648
scenario_5389,6862922.902443581,1783159.8434657196
scenario_5390,597672.4317032394,78316.74530710139
scenario_5391,573420.4049896086,77552.40102061548
scenario_5392,744233.1381829237,100096.55462921032
scenario_5393,635405.0150253868,78316.74530710139
scenario_5394,889919.9371573708,134068.04093940285
scenario_5395,1176629.7924189703,208584.10593216223
scenario_5396,939876.5616589931,148070.83802900428
scenario_5397,1071964.8662439277,184841.5566033196
scenario_5398,732045.4244669736,94014.5780364331
scenario_5399,1122651.4401563709,195137.93972017177
scenario_5400,772007.499957446,113266.1335760356
scenario_5401,734629.8491303413,104221.1279754155
scenario_5402,445652.42290149437,71215.1775471341
scenario_5403,851974.3860190667,128833.662287126
scenario_5404,777894.0264502028,114825.40677258924
scenario_5405,622666.5356878645,75554.8922224104
scenario_5406,824737.1979740886,122890.79167893017
scenario_5407,432491.4617410602,69863.16029343841
scenario_5408,598791.4228121326,71060.64448220069
scenario_5409,603809.8731884621,72341.36408437203
scenario_5410,2405581.303754053,525265.9252767403
scenario_5411,2303950.821886184,497775.4942711777
scenario_5412,5211867.719749191,1323649.3056654776
scenario_5413,2086147.7146576992,463881.60646000656
scenario_5414,2421775.041694499,529518.6915639443
scenario_5415,5224392.75506136,1328490.7943871978
scenario_5416,1980605.9847347876,432705.0292970713
scenario_5417,5069186.935201094,1283362.9312875457
scenario_5418,5043640.549604206,1278412.8055232328
scenario_5419,5062487.63870027,1283362.9312875457
scenario_5420,2807187.689311211,662979.4069524268
scenario_5421,2694478.2233204134,631842.9066468062
scenario_5422,4579611.011803634,1141764.9202193315
scenario_5423,2807187.689311211,662979.4069524268
scenario_5424,3578581.5401125085,870411.2577798567
scenario_5425,5420472.858812386,1364779.9476697517
scenario_5426,3459151.7169211544,837633.6362015533
scenario_5427,5298079.977586049,1331330.711815026
scenario_5428,4452223.481264207,1106799.9781130834
scenario_5429,5298079.977586049,1331330.711815026
scenario_5430,383822.8257548947,49619.49115637364
scenario_5431,369044.9699782563,47903.13513598564
scenario_5432,439979.3383698571,53652.586281828735
scenario_5433,290412.7908998394,49619.49115637364
scenario_5434,274394.4359235403,47145.17326531006
scenario_5435,281759.39042959403,51250.31348119424
scenario_5436,228955.47912322107,45398.886488039854
scenario_5437,300028.3223010619,49500.92926863891
scenario_5438,344855.2286789354,52073.38113676162
scenario_5439,269849.3635042855,49500.92926863891
scenario_5440,1055569.616800185,199305.00421284296
scenario_5441,5429288.185136886,1386159.6268203391
scenario_5442,862811.6901584284,156990.60622654928
scenario_5443,852346.6846421561,145165.34893430822
scenario_5444,484756.76423533395,57074.75675117893
scenario_5445,315729.86795414163,50285.18680814137
scenario_5446,4292936.4389136555,1095308.1186574367
scenario_5447,3068536.3458165815,744357.4071531406
scenario_5448,4085910.766302066,1018967.3181744094
scenario_5449,3029582.568637933,744357.4071531406
scenario_5450,814958.2675531202,109930.98714631592
scenario_5451,533544.0426177415,76108.17045158212
scenario_5452,3693349.2962154523,902426.051728464
scenario_5453,783335.9662823582,106528.1080079561
scenario_5454,964569.0900533234,148139.27244545767
scenario_5455,4101427.5078181233,1011691.0411366542
scenario_5456,572316.4509423431,76108.38086036553
scenario_5457,2907461.118971614,686292.6706318086
scenario_5458,2527774.0566312736,584492.4992127607
scenario_5459,2907461.118971614,686292.6706318086
scenario_5460,6254866.288122983,1606205.801813257
scenario_5461,1735622.78684928,376895.2976934772
scenario_5462,4276933.301802292,1074708.2361102658
scenario_5463,6254866.288122983,1606205.801813257
scenario_5464,6627167.653675885,1702053.4981911446
scenario_5465,4694041.375193716,1177371.0271184037
scenario_5466,2125403.4266874064,476852.4297859882
scenario_5467,953661.5709896304,165958.3658886224
scenario_5468,923773.1488325957,159749.56947712944
scenario_5469,1188859.595346316,228578.503631404
scenario_5470,485037.9445587955,73550.8589372049
scenario_5471,1235107.544972115,233133.6965083521
scenario_5472,384147.0457156635,71597.95663385591
scenario_5473,500131.4357759826,73550.8589372049
scenario_5474,550998.291972622,73614.38895843763
scenario_5475,465043.1095498108,71658.42159687603
scenario_5476,1434973.0379268746,285310.5009979928
scenario_5477,950311.6045745134,152037.75162347264
scenario_5478,851216.4203041513,121733.3728027404
scenario_5479,982679.3739041362,153755.36461416687
scenario_5480,3722376.689953838,907291.9679387084
scenario_5481,6234981.8590060575,1599735.1852949655
scenario_5482,799000.3171475616,113555.09633335732
scenario_5483,3722376.689953838,907291.9679387084
scenario_5484,5030635.351574015,1255907.1258732704
scenario_5485,1797701.7609449606,370714.6624371016
scenario_5486,7286933.066417183,1870903.3216514396
scenario_5487,3218966.094562492,779346.1148061376
scenario_5488,2346943.720016768,524879.5902190007
scenario_5489,3372318.739210633,791242.576328892
scenario_5490,4861655.586957979,1237836.1335002412
scenario_5491,1040135.8503105172,183211.95329495388
scenario_5492,8473813.888684474,2204323.6334196907
